category,proverb
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",Усякі гад на свой лад.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Калі не дагледзіш увосень пашаю, то будзеш зімою акідаць кашаю."
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто сее, той збірае."
ПРОМЫСЛЫ I РАМЕСТВЫ,Ты краўца не вучы: без цябе скрое.
ПРАЦА,"Калі не маеш кончыць, то й не пачынай."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Як накорміш, так i надоіш. 
а) Як накорміш ды напоіш, так i надоіш."
ХАРЧАВАННЕ,За даўнейшыя часы елі i каўбасы.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Дваровая служака, што вясковая сабака. 
а) Вясковая сабака, а дваровая служака — усе роўна."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Дзе сабака гам, то i я там."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Не хачу жабраваць, буду пры табе гараваць."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ",Ад напасці i чорт плачыць.
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"У каго грошы — у таго розум. 
а) Калі з рублём, дак i з вумом. 
б) Калі руб, дак i вум; два рублі — два вумы."
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",У гадзюкі свой нораў.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Восенню нагою, зімою рукою."
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто сее, той будзе жаць."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Так кравец крае, як сукна стае."
ПРАЦА,Асталося толькі пачаць i кончыць.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Дай кароўцы бурачка, дасць кароўка малачка."
ХАРЧАВАННЕ,"Ужо даўно, як на кругло не пад'еў."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Сам сабе пан, сам сабе служка."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Які дзень, такі i пажытак."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Волей малаціць, чымся з мехам па людзях хадзіць."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ","Калі б не прыпадкі, чалавек быў бы гладкі."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Сіла ёсць — розуму не трэба.
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",У гадзюкі свой розум.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Восенню касі ды на печы сушы.
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто сее ды вее, той не збяднеё."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Як скроіў, так i шый. 
а) Як пакроіў, так пашыў. 
б) Як скроіш, так i пашыеш."
ПРАЦА,Канец — дзелу вянец.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Малако i ў каровы трэба купіць: не накорміш ды не напоіш, дык i не надоіш."
ХАРЧАВАННЕ,Хлеб — усяму галава.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ",Ідзі за ахмістрыню з вялікім трыбухом.
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Тагды госць бывай у мяне, калі поўна ў гумне."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"У каго шырокі карман, той самы вялікі (большы) пан."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ","Не смейся, бацьку, з майго прыпадку: сягоння мне, а ўзаўтра табе."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Будзе чэсць, калі грошы есць. 
а) Як грошы есць, то й дурню слава i чэсць."
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ","У гадзюкі няма іншай навукі, як кусаць."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Восень кажа: «Я ўраджу», вясна кажа: «А я пагляджу».
а) Восень кажа: «Я ўраджу», вясна адказвае: «Пачакай, як дагаджу». 
б) Восень кажыць: «Ражу», а вясна кажыць: «Яшчэ я пагляджу»."
СЕЛЬСКАЯ ГАСПАДАРКА,На вясну пасееш — увосень сабярэш.
ПРОМЫСЛЫ I РАМЕСТВЫ,"Як рукі зробяць, так плечы зносяць.
а) Як рука зробіць, так цела зносіць.
б) Як рукі зробяць, так спіна зносіць. 
в) Як пашыеш, так i зносіш."
ПРАЦА,"Пачынальніку ліба першая чарка, ліба першая палка."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Дай карове пад нос, то яна дасць малака."
ХАРЧАВАННЕ,Хлеб над усім пануе.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Сем сёл, адзін вол, а дзесяць прыганятых."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Быў кус, да гасця не было; прышоў госць — куса няма."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"У каго кашэль, той i красен."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ",У нашае Насці заўсёды няшчасце.
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Розуму грашыма не заменіш.
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",Змяя свінню не кусаець.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Увосень за стол просім.
СЕЛЬСКАЯ ГАСПАДАРКА,"Пасеяўшы — хоць капа, а не сеяўшы — ні снапа."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Пашыў: на сабаку мала, а на ката вяліка."
ПРАЦА,За дзела i гарэлку п'юць i ў шыю (карак) бюць.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,Карову не накорміш — малака не надоіш.
ХАРЧАВАННЕ,"Не той багаты, хто мае срэбра i злата, а той багаты, хто мае хлеб."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Дзе прыганятых многа, там работы мала."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Саўка ў кут, калі госці тут."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Пакуль з багатага пух, то з беднага дух."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ",На грэшнага Макара i шышкі валяцца.
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Пачот — грошам не ў зачот.
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ","Хто ўб'е змяю, таму сто грахоў скінецца."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Увосень i курчаты курамі стануць.
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто арэ ды сее, той малоціць i вее."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Клей на бумажку, a іглу на рубашку."
ПРАЦА,"Узяцца-то ўзяліся, але як рабіць не спыталіся."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Карову гладзь не рукой, а мукой."
ХАРЧАВАННЕ,"Хлеб будзе, дык i ўсё будзе."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Як ні бяжы, a бізун аканома здагоніць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Дзе кісель, там i сеў, дзе піры, там i лёг."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Пакуль жырны конь схудае, а худой i здохне. 
а) Пакуль сыты ссохне, то худы здохне.
б) Пакуль жырны ссохнець, датуль худы здохнець. 
в) Пакуль сыты схуднее, то худы прападзе."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ","Уеліся злыдні, як вошы ў цела."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,З грашыма ўсюды добра.
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ","I жаба ў вадзе сядзіць, а не рыба."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Восень — то матка: кісель ды бліны, а вясною гладка: сядзі ды глядзі."
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто не сее, той не вее, а хто сее, той вее."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Шый, шый, пашывай, ды другому падавай."
ПРАЦА,Спроба не хвароба.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Як гаспадар каля жывіны мэнчыцца, то жывіна яму рэн чыцца."
ХАРЧАВАННЕ,Дай хлеба ды й гуляй колькі трэба.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Радуйся, мужык, што аканом у госці едзе."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Добры госць, ды ў сераду трапіўся. 
а) Добрыя госці, ды ў сераду завіталі."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Пакамест багач зжывецца, худак намрэцца."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ","Упрасіліся злыдні на тры дні, ды й год не выжывеш.
а) Упрасіліся злыдні на тры дні, a i ў тры гады не выжы­ веш. 
б) Напрасіліся злыдні на тры дні, а цяпер i з хаты не выжанеш. 
в) Улезуць злыдні на тры тыдні, дык i за год не выганіш."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Хто мае грошы, таму нічога не бракуе."
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",Вада з гор — i рыба з нор.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Увосень i верабей багат. 
а) Па восені i верабей багат.
б) Увосень i верабей сыты.
в) Увосень i верабей піва варыць. 
г) Увосень i ў вераб'я піва."
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто не сее, у таго не расце."
ПРОМЫСЛЫ I РАМЕСТВЫ,Кажна прачка ў чорнай сарочцы ходзіць.
ПРАЦА,Першу работу за плот выкідаюць.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Не вымем карова малако дае, да языком."
ХАРЧАВАННЕ,Найсмачнейшы хлеб ад сваей працы.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Аканом садомію робіць, курыцу ў масле жарыць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,I любаму гасцю пятніца бывае.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Пакуль бедны зайдзе, то багаты заедзе."
"БЯДА, ГОРА, ЛІХА, НАПАСЦЬ, ЗЛЫДНІ. БЕЗВЫХОДНАСЦЬ. СПАДЗЯВАННІ",Усякае ўрэмя пераходчыва i злыдні пераметчывы.
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Без нужды пражывеш, калі грошай нажывеш."
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",Рыба вады не баіцца.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Па восені i ў кошкі ляпёшкі. 
а) Па восені i ў кошкі ляпёшкі i ў вераб'я піва."
СЕЛЬСКАЯ ГАСПАДАРКА,"Хто не сее, той жаць не мае чаго."
ПРОМЫСЛЫ I РАМЕСТВЫ,"Шавец робіць плячыма, а бондар грудзьмі."
ПРАЦА,"Хто ў дзеле, тэй i ў атвеце."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,У каровы малако на языку.
ХАРЧАВАННЕ,Пушны хлеб не голад.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Не будзь ні войтам, ні сватам — не будзеш чалавекам праклятым."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"У вялікім посце не хадзі ў госці, бо нечым частаваць."
